longname
Elecon Engineering Company Ltd.
AK Capital Services Ltd.
Consolidated Construction Consortium Ltd.
Cantabil Retail India Ltd.
Tecpro Systems Ltd.
Amtek Auto Ltd.
Madhucon Projects Ltd.
Zylog Systems Ltd.
Kemrock Industries and Exports Limited
Asian Hotels (East) Ltd.
Balkrishna Industries Ltd.
Gujarat Pipavav Port Ltd.
TTK Healthcare Ltd.
Aries Agro Ltd.
Aegis Logistics Ltd.
TV Today Network Ltd.
Aarti Industries Ltd.
M M Forgings Ltd.
KNR Constructions Ltd.
Astra Microwave Products Ltd.
Himatsingka Seide Ltd.
Shakti Pumps (India) Ltd.
Ipca Laboratories Ltd.
Motilal Oswal Financial Services Ltd.
Aditya Birla Fashion and Retail Ltd.
Ahluwalia Contracts (India) Ltd.
eClerx Services Ltd.
Heidelberg Cement India Ltd.
JK Cement Ltd.
Vardhman Textiles Ltd.
Max Ventures and Industries Ltd.
Arman Financial Services Ltd.
Birla Corporation Ltd.
Max India Ltd.(Old)
UFO Moviez India Ltd.
Advanced Enzyme Technologies Ltd.
Honda India Power Products Ltd.
Healthcare Global Enterprises Ltd.
GHCL Ltd.
Voltamp Transformers Ltd.
Triveni Turbine Ltd.
NAVA Ltd.
ICRA Ltd.
NCC Ltd.
Indian Terrain Fashions Ltd.
Deepak Nitrite Ltd.
Geometric Limited
TTK Prestige Ltd.
PI Industries Ltd.
GRUH Finance Ltd.
Multi Commodity Exchange of India Ltd.
Quess Corp Ltd.
Symphony Ltd.
ZF Commercial Vehicle Control Systems India Ltd.
Torrent Power Ltd.
Bajaj Finance Ltd.
Pidilite Industries Ltd.
Narayana Hrudayalaya Ltd.
Prabhat Dairy Ltd.
Karur Vysya Bank Ltd.
Capital First Ltd.
Apar Industries Ltd.
Reliance Power Ltd.
Aurionpro Solutions Ltd.
Emco Ltd.
Kinetic Engineering Ltd.
Man Infraconstruction Ltd.
Mangalore Chemicals & Fertilizers Ltd.
Saregama India Ltd.
Ventura Textiles Ltd.
Prime Focus Ltd.
Kajaria Ceramics Ltd.
Somany Ceramics Ltd.
Tarmat Ltd.
Dalmia Bharat Ltd.(Old)
Shankara Building Products Ltd.
Cyient Ltd.
Pennar Industries Ltd.
Lux Industries Ltd.
IRB InvIT Fund
Nesco Ltd.
Redington Ltd.
Veto Switchgears & Cables Ltd.
Sobha Ltd.
Thyrocare Technologies Ltd.
VRL Logistics Ltd.
JK Lakshmi Cement Ltd.
Crompton Greaves Consumer Electricals Ltd.
Rallis India Ltd.
Zydus Wellness Ltd.
Greenply Industries Ltd.
Indoco Remedies Ltd.
Varun Beverages Ltd.
Carborundum Universal Ltd.
Poonawalla Fincorp Ltd.
TeamLease Services Ltd.
Jubilant Foodworks Ltd.
Au Small Finance Bank Ltd.
Phoenix Mills Ltd.
Dixon Technologies (India) Ltd.
Navkar Corporation Ltd.
Ujjivan Financial Services Ltd.
NRB Bearings Ltd.
Mahindra Logistics Ltd.
Sanghi Industries Ltd.
Thermax Ltd.
SRF Ltd.
Pokarna Ltd.
ITD Cementation India Ltd.
Ramco Systems Ltd.
Shriram Finance Ltd.
Aster DM Healthcare Ltd.
Tejas Networks Ltd.
Affle (India) Ltd.
Mahanagar Gas Ltd.
Alkem Laboratories Ltd.
Lemon Tree Hotels Ltd.
Astral Ltd.
Indian Energy Exchange Ltd.
Indian Railway Catering & Tourism Corporation Ltd.
Bajaj Consumer Care Ltd.
HDFC Asset Management Company Ltd.
Kirloskar Ferrous Industries Ltd.
Jyothy Labs Ltd.
J Kumar Infraprojects Ltd.
Zee Entertainment Enterprises Ltd.
Jindal Stainless Ltd.
Sadbhav Infrastructure Project Ltd.
Info Edge (India) Ltd.
Speciality Restaurants Ltd.
La Opala RG Ltd.
Sudarshan Chemical Industries Ltd.
Elgi Equipments Ltd.
Varroc Engineering Ltd.
Shree Cements Ltd.
Suprajit Engineering Ltd.
Star Cement Ltd.
Rajratan Global Wire Ltd.
Reliance Industries Limited-Rights Entitlement
Kotak Mahindra Bank Ltd.
S H Kelkar & Company Ltd.
HDFC Life Insurance Company Ltd.
Goodyear India Ltd.
Newgen Software Technologies Ltd.
Chalet Hotels Ltd.
Great Eastern Shipping Company Ltd.
Supreme Industries Ltd.
Equitas Holdings Ltd.
Orient Cement Ltd.
Texmaco Rail & Engineering Ltd.
Sunteck Realty Ltd.
Wheels India Ltd.
The Anup Engineering Ltd.
Metropolis Healthcare Ltd.
Inox Leisure Ltd.
Spicejet Ltd.
Control Print Ltd.
V-Guard Industries Ltd.
Matrimony.com Ltd.
TCI Express Ltd.
Techno Electric & Engineering Company Ltd.
Transport Corporation of India Ltd.
Max Healthcare Institute Ltd.
EPL Ltd.
BEML Ltd.
Kirloskar Pneumatic Company Ltd.
Ashiana Housing Ltd.
Aavas Financiers Ltd.
Indiabulls Housing Finance Ltd.
Aurum Proptech Ltd.
Birlasoft Ltd.
Paisalo Digital Ltd.
Centum Electronics Ltd.
Prism Johnson Ltd.
PNC Infratech Ltd.
Kirloskar Oil Engines Ltd.
Esab India Ltd.
Bharat Petroleum Corporation Ltd.
Akzo Nobel India Ltd.
Alok Industries Ltd.
Brigade Enterprises Ltd.
CG Power and Industrial Solutions Ltd.
Central Depository Services (India) Ltd.
CreditAccess Grameen Ltd.
Eris Lifesciences Ltd.
Firstsource Solutions Ltd.
Honeywell Automation India Ltd.
IIFL Finance Ltd.
IndiaMART InterMESH Ltd.
Intellect Design Arena Ltd.
Lakshmi Machine Works Ltd.
Ratnamani Metals & Tubes Ltd.
Sonata Software Ltd.
Tanla Platforms Ltd.
Tata Chemicals Ltd.
Vaibhav Global Ltd.
Westlife Foodworld Ltd.
Zensar Technologies Ltd.
Timken India Ltd.
SBI Life Insurance Company Ltd.
Coforge Ltd.
Solara Active Pharma Sciences Ltd.
Kalpataru Projects International Ltd.
IRB Infrastructure Developers Ltd.
Power Mech Projects Ltd.
TVS Motor Company Ltd.
Ion Exchange (India) Ltd.
Nazara Technologies Ltd.
Bharat Forge Ltd.
NHPC Ltd.
Computer Age Management Services Ltd.
National Aluminium Company Ltd.
Wendt (India) Ltd.
Just Dial Ltd.
Mold-Tek Packaging Ltd.
Reliance Chemotex Industries Ltd.
KEI Industries Ltd.
KPIT Technologies Ltd.
Praj Industries Ltd.
Sadbhav Engineering Ltd.
Blue Star Ltd.
Gateway Distriparks Ltd.
Disa India Ltd.
Dilip Buildcon Ltd.
Go Fashion (India) Ltd.
Nilkamal Ltd.
Sagar Cements Ltd.
Angel One Ltd.
BSE Ltd.
Century Plyboards (India) Ltd.
Chemplast Sanmar Ltd.
Grindwell Norton Ltd.
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.
Krishna Institute of Medical Sciences Ltd.
Mastek Ltd.
NIIT Ltd.
Nuvoco Vistas Corporation Ltd.
Route Mobile Ltd.
UTI Asset Management Company Ltd.
VIP Industries Ltd.
Vesuvius India Ltd.
YES Bank Ltd.
Barbeque-Nation Hospitality Ltd.
Mrs. Bectors Food Specialities Ltd.
Endurance Technologies Ltd.
Bata India Ltd.
MTAR Technologies Ltd.
Zomato Ltd.
Embassy Office Parks REIT
Sona BLW Precision Forgings Ltd.
Rolex Rings Ltd.
Hatsun Agro Products Ltd.
Syngene International Ltd.
Sundram Fasteners Ltd.
Deepak Fertilisers & Petrochemicals Corporation Ltd.
Safari Industries (India) Ltd.
JTL Industries Ltd.
CSB Bank Ltd.
Indigo Paints Ltd.
FSN E-Commerce Ventures Ltd.
PB Fintech Ltd.
Rainbow Childrens Medicare Ltd.
Sapphire Foods India Ltd.
Ajanta Pharma Ltd.
Delhivery Ltd.
Adani Energy Solutions Ltd.
Adani Green Energy Ltd.
Adani Ports & Special Economic Zone Ltd.
Manappuram Finance Ltd.
Equitas Small Finance Bank Ltd.
Jaiprakash Power Ventures Ltd.
Reliance Infrastructure Ltd.
PVR INOX Ltd.
Devyani International Ltd.
SJVN Ltd.
CMS Info Systems Ltd.
Garware Technical Fibres Ltd.
Axis Bank Ltd.
Kalyan Jewellers India Ltd.
Piramal Pharma Ltd.
Craftsman Automation Ltd.
Sansera Engineering Ltd.
Landmark Cars Ltd.
TD Power Systems Ltd.
Amara Raja Energy & Mobility Ltd.
United Breweries Ltd.
Orient Electric Ltd.
Campus Activewear Ltd.
360 One Wam Ltd.
Bikaji Foods International Ltd.
Inox Wind Ltd.
Minda Corporation Ltd.
JSW Energy Ltd.
SJS Enterprises Ltd.
One97 Communications Ltd.
Star Health and Allied Insurance Company Ltd.
